Name,Type,Bedrooms,Levels,Comment,Zone,Item1,Item2,Unit,Value
,,,,,Cellar,y,Coord,m,7
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,7.4
,,,,,Cellar,L2,Length,m,7
,,,,,Cellar,h,Height,m,0.3
,,,,,Cellar,L4,Party,Flag,1
,,,,,Cellar+,x,Coord,m,7.4
,,,,,Cellar+,y,Coord,m,5.7
,,,,,Cellar+,z,Coord,m,-0.3
,,,,,Cellar+,L1,Length,m,2.5
,,,,,Cellar+,L2,Length,m,5.7
,,,,,Cellar+,h,Height,m,0.3
,,,,,Cellar+,L2,Party,Flag,1
,,,,,Cellar+,L4,Party,Flag,1
,,,,,Cellar+,J,Join,Zone,Cellar
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
LOWRISE_PRE1990_2F_AWESOME,Flat,1,1,,Bedroom1,x,Coord,m,0
,,,,,Bedroom1,y,Coord,m,7
,,,,,Bedroom1,z,Coord,m,5.2
,,,,,Bedroom1,L1,Length,m,3.6
,,,,,Bedroom1,L2,Length,m,3.4
,,,,,Bedroom1,h,Height,m,2.6
,,,,,Bedroom1,L4,Party,Flag,1
,,,,,Bedroom1,L1,Glazing,fraction,0.25
,,,,,Bedroom1+,x,Coord,m,2.5
,,,,,Bedroom1+,y,Coord,m,3.6
,,,,,Bedroom1+,z,Coord,m,5.2
,,,,,Bedroom1+,L1,Length,m,1.1
,,,,,Bedroom1+,L2,Length,m,1
,,,,,Bedroom1+,h,Height,m,2.6
,,,,,Bedroom1+,J,Join,Zone,Bedroom1
,,,,,Bedroom1,L3,Door,Zone,Hall
,,,,,Storage,x,Coord,m,0
,,,,,Storage,y,Coord,m,3.6
,,,,,Storage,z,Coord,m,5.2
,,,,,Storage,L1,Length,m,2.5
,,,,,Storage,L2,Length,m,1
,,,,,Storage,h,Height,m,2.6
,,,,,Storage,L4,Party,Flag,1
,,,,,Living,x,Coord,m,3.6
,,,,,Living,y,Coord,m,7
,,,,,Living,z,Coord,m,5.2
,,,,,Living,L1,Length,m,3.8
,,,,,Living,L2,Length,m,4.4
,,,,,Living,h,Height,m,2.6
,,,,,Living,L1,Glazing,fraction,0.32
,,,,,Living,L3,Door,Zone,Hall
,,,,,Kitchen,x,Coord,m,4.4
,,,,,Kitchen,y,Coord,m,2.6
,,,,,Kitchen,z,Coord,m,5.2
,,,,,Kitchen,L1,Length,m,3
,,,,,Kitchen,L2,Length,m,2.6
,,,,,Kitchen,h,Height,m,2.6
,,,,,Kitchen,L3,Glazing,fraction,0.2
,,,,,Kitchen,L4,Door,Zone,Hall
,,,,,Kitchen,L3,Hang,m,1.25
,,,,,Hall,x,Coord,m,2.5
,,,,,Hall,y,Coord,m,2.6
,,,,,Hall,z,Coord,m,5.2
,,,,,Hall,L1,Length,m,1.9
,,,,,Hall,L2,Length,m,2.6
,,,,,Hall,h,Height,m,2.6
,,,,,Hall,L3,Glazing,fraction,0.246
,,,,,Hall,L3,Hang,m,1.25
,,,,,Bath1,x,Coord,m,0
,,,,,Bath1,y,Coord,m,2.6
,,,,,Bath1,z,Coord,m,5.2
,,,,,Bath1,L1,Length,m,2.5
,,,,,Bath1,L2,Length,m,2.6
,,,,,Bath1,h,Height,m,2.6
,,,,,Bath1,L4,Party,Flag,1
,,,,,Bath1,L3,Glazing,fraction,0.24
,,,,,Bath1,L2,Door,Zone,Hall
,,,,,Bath1,L3,Hang,m,1.25
,,,,,Unzoned0,x,Coord,m,0
,,,,,Unzoned0,y,Coord,m,7
,,,,,Unzoned0,z,Coord,m,0
,,,,,Unzoned0,L1,Length,m,7.4
,,,,,Unzoned0,L2,Length,m,7
,,,,,Unzoned0,h,Height,m,2.6
,,,,,Unzoned0,L4,Party,Flag,1
,,,,,Unzoned0+,x,Coord,m,7.4
,,,,,Unzoned0+,y,Coord,m,5.7
,,,,,Unzoned0+,z,Coord,m,0
,,,,,Unzoned0+,L1,Length,m,2.5
,,,,,Unzoned0+,L2,Length,m,5.7
,,,,,Unzoned0+,h,Height,m,2.6
,,,,,Unzoned0+,L2,Party,Flag,1
,,,,,Unzoned0+,J,Join,Zone,Unzoned0
,,,,,Unzoned1,x,Coord,m,0
,,,,,Unzoned1,y,Coord,m,7
,,,,,Unzoned1,z,Coord,m,2.6
,,,,,Unzoned1,L1,Length,m,7.4
,,,,,Unzoned1,L2,Length,m,7
,,,,,Unzoned1,h,Height,m,2.6
,,,,,Unzoned1,L4,Party,Flag,1
,,,,,Unzoned1+,x,Coord,m,7.4
,,,,,Unzoned1+,y,Coord,m,5.7
,,,,,Unzoned1+,z,Coord,m,2.6
,,,,,Unzoned1+,L1,Length,m,2.5
,,,,,Unzoned1+,L2,Length,m,5.7
,,,,,Unzoned1+,h,Height,m,2.6
,,,,,Unzoned1+,L2,Party,Flag,1
,,,,,Unzoned1+,J,Join,Zone,Unzoned1
,,,,,Loft,x,Coord,m,0
,,,,,Loft,y,Coord,m,7
,,,,,Loft,z,Coord,m,7.8
,,,,,Loft,L1,Length,m,7.4
,,,,,Loft,L2,Length,m,7
,,,,,Loft,h,Height,m,2.6
,,,,,Loft,L4,Party,Flag,1
,,,,,Loft+,x,Coord,m,7.4
,,,,,Loft+,y,Coord,m,5.7
,,,,,Loft+,z,Coord,m,7.8
,,,,,Loft+,L1,Length,m,2.5
,,,,,Loft+,L2,Length,m,5.7
,,,,,Loft+,h,Height,m,2.6
,,,,,Loft+,L2,Party,Flag,1
,,,,,Loft+,L4,Party,Flag,1
,,,,,Loft+,J,Join,Zone,Loft
,,,,,Cellar,x,Coord,m,0
,,,,,Cellar,y,Coord,m,7
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,7.4
,,,,,Cellar,L2,Length,m,7
,,,,,Cellar,h,Height,m,0.3
,,,,,Cellar,L4,Party,Flag,1
,,,,,Cellar+,x,Coord,m,7.4
,,,,,Cellar+,y,Coord,m,5.7
,,,,,Cellar+,z,Coord,m,-0.3
,,,,,Cellar+,L1,Length,m,2.5
,,,,,Cellar+,L2,Length,m,5.7
,,,,,Cellar+,h,Height,m,0.3
,,,,,Cellar+,L2,Party,Flag,1
,,,,,Cellar+,L4,Party,Flag,1
,,,,,Cellar+,J,Join,Zone,Cellar
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
LOWRISE_POST1990_GF_AWESOME,Flat,1,1,,Kitchen,x,Coord,m,0
,,,,,Kitchen,y,Coord,m,10
,,,,,Kitchen,z,Coord,m,0
,,,,,Kitchen,L1,Length,m,2.6
,,,,,Kitchen,L2,Length,m,3.6
,,,,,Kitchen,h,Height,m,2.4
,,,,,Kitchen,L3,Door,Zone,Hall
,,,,,Kitchen,L1,Glazing,fraction,0.288
,,,,,Bedroom1,x,Coord,m,2.6
,,,,,Bedroom1,y,Coord,m,10
,,,,,Bedroom1,z,Coord,m,0
,,,,,Bedroom1,L1,Length,m,3.4
,,,,,Bedroom1,L2,Length,m,3.6
,,,,,Bedroom1,h,Height,m,2.4
,,,,,Bedroom1,L3,Door,Zone,Hall
,,,,,Bedroom1,L2,Party,Flag,1
,,,,,Bedroom1,L1,Glazing,fraction,0.22
,,,,,Bath1,x,Coord,m,3.6
,,,,,Bath1,y,Coord,m,6.2
,,,,,Bath1,z,Coord,m,0
,,,,,Bath1,L1,Length,m,2.4
,,,,,Bath1,L2,Length,m,1.8
,,,,,Bath1,h,Height,m,2.4
,,,,,Bath1,L4,Door,Zone,Hall
,,,,,Bath1,L2,Party,Flag,1
,,,,,Bath1+,x,Coord,m,3.6
,,,,,Bath1+,y,Coord,m,6.4
,,,,,Bath1+,z,Coord,m,0
,,,,,Bath1+,L1,Length,m,2.4
,,,,,Bath1+,L2,Length,m,0.2
,,,,,Bath1+,h,Height,m,2.4
,,,,,Bath1+,J,Join,Zone,Bath1
,,,,,Living,x,Coord,m,2.2
,,,,,Living,y,Coord,m,4.4
,,,,,Living,z,Coord,m,0
,,,,,Living,L1,Length,m,3.8
,,,,,Living,L2,Length,m,4.4
,,,,,Living,h,Height,m,2.4
,,,,,Living,L1,Door,Zone,Hall
,,,,,Living,L2,Party,Flag,1
,,,,,Living,L4,Party,Flag,1
,,,,,Living,L3,Glazing,fraction,0.236
,,,,,Hall,x,Coord,m,0
,,,,,Hall,y,Coord,m,6.4
,,,,,Hall,z,Coord,m,0
,,,,,Hall,L1,Length,m,3.6
,,,,,Hall,L2,Length,m,2
,,,,,Hall,h,Height,m,2.4
,,,,,Hall,L3,Party,Flag,1
,,,,,Hall,L4,Party,Flag,1
,,,,,Unzoned1,x,Coord,m,0
,,,,,Unzoned1,y,Coord,m,10
,,,,,Unzoned1,z,Coord,m,2.4
,,,,,Unzoned1,L1,Length,m,6
,,,,,Unzoned1,L2,Length,m,5.6
,,,,,Unzoned1,h,Height,m,2.4
,,,,,Unzoned1,L2,Party,Flag,1
,,,,,Unzoned1+,x,Coord,m,2.2
,,,,,Unzoned1+,y,Coord,m,4.4
,,,,,Unzoned1+,z,Coord,m,2.4
,,,,,Unzoned1+,L1,Length,m,3.8
,,,,,Unzoned1+,L2,Length,m,4.4
,,,,,Unzoned1+,h,Height,m,2.4
,,,,,Unzoned1+,L2,Party,Flag,1
,,,,,Unzoned1+,L4,Party,Flag,1
,,,,,Unzoned1+,J,Join,Zone,Unzoned1
,,,,,Unzoned2,x,Coord,m,0
,,,,,Unzoned2,y,Coord,m,10
,,,,,Unzoned2,z,Coord,m,4.8
,,,,,Unzoned2,L1,Length,m,6
,,,,,Unzoned2,L2,Length,m,5.6
,,,,,Unzoned2,h,Height,m,2.4
,,,,,Unzoned2,L2,Party,Flag,1
,,,,,Unzoned2+,x,Coord,m,2.2
,,,,,Unzoned2+,y,Coord,m,4.4
,,,,,Unzoned2+,z,Coord,m,4.8
,,,,,Unzoned2+,L1,Length,m,3.8
,,,,,Unzoned2+,L2,Length,m,4.4
,,,,,Unzoned2+,h,Height,m,2.4
,,,,,Unzoned2+,L2,Party,Flag,1
,,,,,Unzoned2+,L4,Party,Flag,1
,,,,,Unzoned2+,J,Join,Zone,Unzoned2
,,,,,Loft,x,Coord,m,0
,,,,,Loft,y,Coord,m,10
,,,,,Loft,z,Coord,m,7.2
,,,,,Loft,L1,Length,m,6
,,,,,Loft,L2,Length,m,5.6
,,,,,Loft,h,Height,m,2.4
,,,,,Loft,L2,Party,Flag,1
,,,,,Loft+,x,Coord,m,2.2
,,,,,Loft+,y,Coord,m,4.4
,,,,,Loft+,z,Coord,m,7.2
,,,,,Loft+,L1,Length,m,3.8
,,,,,Loft+,L2,Length,m,4.4
,,,,,Loft+,h,Height,m,2.4
,,,,,Loft+,L2,Party,Flag,1
,,,,,Loft+,L4,Party,Flag,1
,,,,,Loft+,J,Join,Zone,Loft
,,,,,Loft++,x,Coord,m,-5
,,,,,Loft++,y,Coord,m,8.1
,,,,,Loft++,z,Coord,m,7.2
,,,,,Loft++,L1,Length,m,5
,,,,,Loft++,L2,Length,m,3.7
,,,,,Loft++,h,Height,m,2.4
,,,,,Loft++,L3,Party,Flag,1
,,,,,Loft++,L4,Party,Flag,1
,,,,,Loft++,J,Join,Zone,Loft
,,,,,Cellar,x,Coord,m,0
,,,,,Cellar,y,Coord,m,10
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,6
,,,,,Cellar,L2,Length,m,5.6
,,,,,Cellar,h,Height,m,0.3
,,,,,Cellar,L2,Party,Flag,1
,,,,,Cellar+,x,Coord,m,2.2
,,,,,Cellar+,y,Coord,m,4.4
,,,,,Cellar+,z,Coord,m,-0.3
,,,,,Cellar+,L1,Length,m,3.8
,,,,,Cellar+,L2,Length,m,4.4
,,,,,Cellar+,h,Height,m,0.3
,,,,,Cellar+,L2,Party,Flag,1
,,,,,Cellar+,L4,Party,Flag,1
,,,,,Cellar+,J,Join,Zone,Cellar
,,,,,Cellar++,x,Coord,m,-5
,,,,,Cellar++,y,Coord,m,8.1
,,,,,Cellar++,z,Coord,m,-0.3
,,,,,Cellar++,L1,Length,m,5
,,,,,Cellar++,L2,Length,m,3.7
,,,,,Cellar++,h,Height,m,0.3
,,,,,Cellar++,L3,Party,Flag,1
,,,,,Cellar++,L4,Party,Flag,1
,,,,,Cellar++,J,Join,Zone,Cellar
,,,,,Shaft,x,Coord,m,-5
,,,,,Shaft,y,Coord,m,8.1
,,,,,Shaft,z,Coord,m,0
,,,,,Shaft,L1,Length,m,5
,,,,,Shaft,L2,Length,m,3.7
,,,,,Shaft,h,Height,m,7.2
,,,,,Shaft,L3,Party,Flag,1
,,,,,Shaft,L4,Party,Flag,1
,,,,,,,,,
LOWRISE_POST1990_1F_AWESOME,Flat,1,1,,Kitchen,x,Coord,m,0
,,,,,Kitchen,y,Coord,m,10
,,,,,Kitchen,z,Coord,m,2.4
,,,,,Kitchen,L1,Length,m,2.6
,,,,,Kitchen,L2,Length,m,3.6
,,,,,Kitchen,h,Height,m,2.4
,,,,,Kitchen,L3,Door,Zone,Hall
,,,,,Kitchen,L1,Glazing,fraction,0.288
,,,,,Bedroom1,x,Coord,m,2.6
,,,,,Bedroom1,y,Coord,m,10
,,,,,Bedroom1,z,Coord,m,2.4
,,,,,Bedroom1,L1,Length,m,3.4
,,,,,Bedroom1,L2,Length,m,3.6
,,,,,Bedroom1,h,Height,m,2.4
,,,,,Bedroom1,L3,Door,Zone,Hall
,,,,,Bedroom1,L2,Party,Flag,1
,,,,,Bedroom1,L1,Glazing,fraction,0.22
,,,,,Bath1,x,Coord,m,3.6
,,,,,Bath1,y,Coord,m,6.2
,,,,,Bath1,z,Coord,m,2.4
,,,,,Bath1,L1,Length,m,2.4
,,,,,Bath1,L2,Length,m,1.8
,,,,,Bath1,h,Height,m,2.4
,,,,,Bath1,L4,Door,Zone,Hall
,,,,,Bath1,L2,Party,Flag,1
,,,,,Bath1+,x,Coord,m,3.6
,,,,,Bath1+,y,Coord,m,6.4
,,,,,Bath1+,z,Coord,m,2.4
,,,,,Bath1+,L1,Length,m,2.4
,,,,,Bath1+,L2,Length,m,0.2
,,,,,Bath1+,h,Height,m,2.4
,,,,,Bath1+,J,Join,Zone,Bath1
,,,,,Living,x,Coord,m,2.2
,,,,,Living,y,Coord,m,4.4
,,,,,Living,z,Coord,m,2.4
,,,,,Living,L1,Length,m,3.8
,,,,,Living,L2,Length,m,4.4
,,,,,Living,h,Height,m,2.4
,,,,,Living,L1,Door,Zone,Hall
,,,,,Living,L2,Party,Flag,1
,,,,,Living,L4,Party,Flag,1
,,,,,Living,L3,Glazing,fraction,0.236
,,,,,Hall,x,Coord,m,0
,,,,,Hall,y,Coord,m,6.4
,,,,,Hall,z,Coord,m,2.4
,,,,,Hall,L1,Length,m,3.6
,,,,,Hall,L2,Length,m,2
,,,,,Hall,h,Height,m,2.4
,,,,,Hall,L3,Party,Flag,1
,,,,,Hall,L4,Party,Flag,1
,,,,,Unzoned0,x,Coord,m,0
,,,,,Unzoned0,y,Coord,m,10
,,,,,Unzoned0,z,Coord,m,0
,,,,,Unzoned0,L1,Length,m,6
,,,,,Unzoned0,L2,Length,m,5.6
,,,,,Unzoned0,h,Height,m,2.4
,,,,,Unzoned0,L2,Party,Flag,1
,,,,,Unzoned0+,x,Coord,m,2.2
,,,,,Unzoned0+,y,Coord,m,4.4
,,,,,Unzoned0+,z,Coord,m,0
,,,,,Unzoned0+,L1,Length,m,3.8
,,,,,Unzoned0+,L2,Length,m,4.4
,,,,,Unzoned0+,h,Height,m,2.4
,,,,,Unzoned0+,L2,Party,Flag,1
,,,,,Unzoned0+,L4,Party,Flag,1
,,,,,Unzoned0+,J,Join,Zone,Unzoned0
,,,,,Unzoned2,x,Coord,m,0
,,,,,Unzoned2,y,Coord,m,10
,,,,,Unzoned2,z,Coord,m,4.8
,,,,,Unzoned2,L1,Length,m,6
,,,,,Unzoned2,L2,Length,m,5.6
,,,,,Unzoned2,h,Height,m,2.4
,,,,,Unzoned2,L2,Party,Flag,1
,,,,,Unzoned2+,x,Coord,m,2.2
,,,,,Unzoned2+,y,Coord,m,4.4
,,,,,Unzoned2+,z,Coord,m,4.8
,,,,,Unzoned2+,L1,Length,m,3.8
,,,,,Unzoned2+,L2,Length,m,4.4
,,,,,Unzoned2+,h,Height,m,2.4
,,,,,Unzoned2+,L2,Party,Flag,1
,,,,,Unzoned2+,L4,Party,Flag,1
,,,,,Unzoned2+,J,Join,Zone,Unzoned2
,,,,,Loft,x,Coord,m,0
,,,,,Loft,y,Coord,m,10
,,,,,Loft,z,Coord,m,7.2
,,,,,Loft,L1,Length,m,6
,,,,,Loft,L2,Length,m,5.6
,,,,,Loft,h,Height,m,2.4
,,,,,Loft,L2,Party,Flag,1
,,,,,Loft+,x,Coord,m,2.2
,,,,,Loft+,y,Coord,m,4.4
,,,,,Loft+,z,Coord,m,7.2
,,,,,Loft+,L1,Length,m,3.8
,,,,,Loft+,L2,Length,m,4.4
,,,,,Loft+,h,Height,m,2.4
,,,,,Loft+,L2,Party,Flag,1
,,,,,Loft+,L4,Party,Flag,1
,,,,,Loft+,J,Join,Zone,Loft
,,,,,Loft++,x,Coord,m,-5
,,,,,Loft++,y,Coord,m,8.1
,,,,,Loft++,z,Coord,m,7.2
,,,,,Loft++,L1,Length,m,5
,,,,,Loft++,L2,Length,m,3.7
,,,,,Loft++,h,Height,m,2.4
,,,,,Loft++,L3,Party,Flag,1
,,,,,Loft++,L4,Party,Flag,1
,,,,,Loft++,J,Join,Zone,Loft
,,,,,Cellar,x,Coord,m,0
,,,,,Cellar,y,Coord,m,10
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,6
,,,,,Cellar,L2,Length,m,5.6
,,,,,Cellar,h,Height,m,0.3
,,,,,Cellar,L2,Party,Flag,1
,,,,,Cellar+,x,Coord,m,2.2
,,,,,Cellar+,y,Coord,m,4.4
,,,,,Cellar+,z,Coord,m,-0.3
,,,,,Cellar+,L1,Length,m,3.8
,,,,,Cellar+,L2,Length,m,4.4
,,,,,Cellar+,h,Height,m,0.3
,,,,,Cellar+,L2,Party,Flag,1
,,,,,Cellar+,L4,Party,Flag,1
,,,,,Cellar+,J,Join,Zone,Cellar
,,,,,Cellar++,x,Coord,m,-5
,,,,,Cellar++,y,Coord,m,8.1
,,,,,Cellar++,z,Coord,m,-0.3
,,,,,Cellar++,L1,Length,m,5
,,,,,Cellar++,L2,Length,m,3.7
,,,,,Cellar++,h,Height,m,0.3
,,,,,Cellar++,L3,Party,Flag,1
,,,,,Cellar++,L4,Party,Flag,1
,,,,,Cellar++,J,Join,Zone,Cellar
,,,,,Shaft,x,Coord,m,-5
,,,,,Shaft,y,Coord,m,8.1
,,,,,Shaft,z,Coord,m,0
,,,,,Shaft,L1,Length,m,5
,,,,,Shaft,L2,Length,m,3.7
,,,,,Shaft,h,Height,m,7.2
,,,,,Shaft,L3,Party,Flag,1
,,,,,Shaft,L4,Party,Flag,1
,,,,,,,,,
LOWRISE_POST1990_2F_AWESOME,Flat,1,1,,Kitchen,x,Coord,m,0
,,,,,Kitchen,y,Coord,m,10
,,,,,Kitchen,z,Coord,m,4.8
,,,,,Kitchen,L1,Length,m,2.6
,,,,,Kitchen,L2,Length,m,3.6
,,,,,Kitchen,h,Height,m,2.4
,,,,,Kitchen,L3,Door,Zone,Hall
,,,,,Kitchen,L1,Glazing,fraction,0.288
,,,,,Bedroom1,x,Coord,m,2.6
,,,,,Bedroom1,y,Coord,m,10
,,,,,Bedroom1,z,Coord,m,4.8
,,,,,Bedroom1,L1,Length,m,3.4
,,,,,Bedroom1,L2,Length,m,3.6
,,,,,Bedroom1,h,Height,m,2.4
,,,,,Bedroom1,L3,Door,Zone,Hall
,,,,,Bedroom1,L2,Party,Flag,1
,,,,,Bedroom1,L1,Glazing,fraction,0.22
,,,,,Bath1,x,Coord,m,3.6
,,,,,Bath1,y,Coord,m,6.2
,,,,,Bath1,z,Coord,m,4.8
,,,,,Bath1,L1,Length,m,2.4
,,,,,Bath1,L2,Length,m,1.8
,,,,,Bath1,h,Height,m,2.4
,,,,,Bath1,L4,Door,Zone,Hall
,,,,,Bath1,L2,Party,Flag,1
,,,,,Bath1+,x,Coord,m,3.6
,,,,,Bath1+,y,Coord,m,6.4
,,,,,Bath1+,z,Coord,m,4.8
,,,,,Bath1+,L1,Length,m,2.4
,,,,,Bath1+,L2,Length,m,0.2
,,,,,Bath1+,h,Height,m,2.4
,,,,,Bath1+,J,Join,Zone,Bath1
,,,,,Living,x,Coord,m,2.2
,,,,,Living,y,Coord,m,4.4
,,,,,Living,z,Coord,m,4.8
,,,,,Living,L1,Length,m,3.8
,,,,,Living,L2,Length,m,4.4
,,,,,Living,h,Height,m,2.4
,,,,,Living,L1,Door,Zone,Hall
,,,,,Living,L2,Party,Flag,1
,,,,,Living,L4,Party,Flag,1
,,,,,Living,L3,Glazing,fraction,0.2368
,,,,,Hall,x,Coord,m,0
,,,,,Hall,y,Coord,m,6.4
,,,,,Hall,z,Coord,m,4.8
,,,,,Hall,L1,Length,m,3.6
,,,,,Hall,L2,Length,m,2
,,,,,Hall,h,Height,m,2.4
,,,,,Hall,L3,Party,Flag,1
,,,,,Hall,L4,Party,Flag,1
,,,,,Unzoned0,x,Coord,m,0
,,,,,Unzoned0,y,Coord,m,10
,,,,,Unzoned0,z,Coord,m,0
,,,,,Unzoned0,L1,Length,m,6
,,,,,Unzoned0,L2,Length,m,5.6
,,,,,Unzoned0,h,Height,m,2.4
,,,,,Unzoned0,L2,Party,Flag,1
,,,,,Unzoned0+,x,Coord,m,2.2
,,,,,Unzoned0+,y,Coord,m,4.4
,,,,,Unzoned0+,z,Coord,m,0
,,,,,Unzoned0+,L1,Length,m,3.8
,,,,,Unzoned0+,L2,Length,m,4.4
,,,,,Unzoned0+,h,Height,m,2.4
,,,,,Unzoned0+,L2,Party,Flag,1
,,,,,Unzoned0+,L4,Party,Flag,1
,,,,,Unzoned0+,J,Join,Zone,Unzoned0
,,,,,Unzoned1,x,Coord,m,0
,,,,,Unzoned1,y,Coord,m,10
,,,,,Unzoned1,z,Coord,m,2.4
,,,,,Unzoned1,L1,Length,m,6
,,,,,Unzoned1,L2,Length,m,5.6
,,,,,Unzoned1,h,Height,m,2.4
,,,,,Unzoned1,L2,Party,Flag,1
,,,,,Unzoned1+,x,Coord,m,2.2
,,,,,Unzoned1+,y,Coord,m,4.4
,,,,,Unzoned1+,z,Coord,m,2.4
,,,,,Unzoned1+,L1,Length,m,3.8
,,,,,Unzoned1+,L2,Length,m,4.4
,,,,,Unzoned1+,h,Height,m,2.4
,,,,,Unzoned1+,L2,Party,Flag,1
,,,,,Unzoned1+,L4,Party,Flag,1
,,,,,Unzoned1+,J,Join,Zone,Unzoned1
,,,,,Loft,x,Coord,m,0
,,,,,Loft,y,Coord,m,10
,,,,,Loft,z,Coord,m,7.2
,,,,,Loft,L1,Length,m,6
,,,,,Loft,L2,Length,m,5.6
,,,,,Loft,h,Height,m,2.4
,,,,,Loft,L2,Party,Flag,1
,,,,,Loft+,x,Coord,m,2.2
,,,,,Loft+,y,Coord,m,4.4
,,,,,Loft+,z,Coord,m,7.2
,,,,,Loft+,L1,Length,m,3.8
,,,,,Loft+,L2,Length,m,4.4
,,,,,Loft+,h,Height,m,2.4
,,,,,Loft+,L2,Party,Flag,1
,,,,,Loft+,L4,Party,Flag,1
,,,,,Loft+,J,Join,Zone,Loft
,,,,,Loft++,x,Coord,m,-5
,,,,,Loft++,y,Coord,m,8.1
,,,,,Loft++,z,Coord,m,7.2
,,,,,Loft++,L1,Length,m,5
,,,,,Loft++,L2,Length,m,3.7
,,,,,Loft++,h,Height,m,2.4
,,,,,Loft++,L3,Party,Flag,1
,,,,,Loft++,L4,Party,Flag,1
,,,,,Loft++,J,Join,Zone,Loft
,,,,,Cellar,x,Coord,m,0
,,,,,Cellar,y,Coord,m,10
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,6
,,,,,Cellar,L2,Length,m,5.6
,,,,,Cellar,h,Height,m,0.3
,,,,,Cellar,L2,Party,Flag,1
,,,,,Cellar+,x,Coord,m,2.2
,,,,,Cellar+,y,Coord,m,4.4
,,,,,Cellar+,z,Coord,m,-0.3
,,,,,Cellar+,L1,Length,m,3.8
,,,,,Cellar+,L2,Length,m,4.4
,,,,,Cellar+,h,Height,m,0.3
,,,,,Cellar+,L2,Party,Flag,1
,,,,,Cellar+,L4,Party,Flag,1
,,,,,Cellar+,J,Join,Zone,Cellar
,,,,,Cellar++,x,Coord,m,-5
,,,,,Cellar++,y,Coord,m,8.1
,,,,,Cellar++,z,Coord,m,-0.3
,,,,,Cellar++,L1,Length,m,5
,,,,,Cellar++,L2,Length,m,3.7
,,,,,Cellar++,h,Height,m,0.3
,,,,,Cellar++,L3,Party,Flag,1
,,,,,Cellar++,L4,Party,Flag,1
,,,,,Cellar++,J,Join,Zone,Cellar
,,,,,Shaft,x,Coord,m,-5
,,,,,Shaft,y,Coord,m,8.1
,,,,,Shaft,z,Coord,m,0
,,,,,Shaft,L1,Length,m,5
,,,,,Shaft,L2,Length,m,3.7
,,,,,Shaft,h,Height,m,7.2
,,,,,Shaft,L3,Party,Flag,1
,,,,,Shaft,L4,Party,Flag,1
,,,,,,,,,
HIGHRISE_GF_AWESOME,Flat,1,1,,Hall,x,Coord,m,1.8
,,,,,Hall,y,Coord,m,11
,,,,,Hall,z,Coord,m,0
,,,,,Hall,L1,Length,m,1
,,,,,Hall,L2,Length,m,8
,,,,,Hall,h,Height,m,2.4
,,,,,Hall,L1,Party,Flag,1
,,,,,Bedroom2,x,Coord,m,2.8
,,,,,Bedroom2,y,Coord,m,11
,,,,,Bedroom2,z,Coord,m,0
,,,,,Bedroom2,L1,Length,m,4.2
,,,,,Bedroom2,L2,Length,m,2.7
,,,,,Bedroom2,h,Height,m,2.4
,,,,,Bedroom2,L4,Door,Zone,Hall
,,,,,Bedroom2,L1,Party,Flag,1
,,,,,Bedroom2,L2,Glazing,fraction,0.444
,,,,,Bedroom1,x,Coord,m,2.8
,,,,,Bedroom1,y,Coord,m,8.3
,,,,,Bedroom1,z,Coord,m,0
,,,,,Bedroom1,L1,Length,m,3.2
,,,,,Bedroom1,L2,Length,m,3.8
,,,,,Bedroom1,h,Height,m,2.4
,,,,,Bedroom1,L4,Door,Zone,Hall
,,,,,Bedroom1,L2,Glazing,fraction,0.421
,,,,,Living,x,Coord,m,2.8
,,,,,Living,y,Coord,m,4.5
,,,,,Living,z,Coord,m,0
,,,,,Living,L1,Length,m,4.2
,,,,,Living,L2,Length,m,4.5
,,,,,Living,h,Height,m,2.4
,,,,,Living,L4,Door,Zone,Hall
,,,,,Living,L2,Glazing,fraction,0.467
,,,,,Living,L3,Glazing,fraction,0.111
,,,,,Kitchen,x,Coord,m,0
,,,,,Kitchen,y,Coord,m,3
,,,,,Kitchen,z,Coord,m,0
,,,,,Kitchen,L1,Length,m,2.8
,,,,,Kitchen,L2,Length,m,3
,,,,,Kitchen,h,Height,m,2.4
,,,,,Kitchen,L1,Door,Zone,Hall
,,,,,Kitchen,L4,Party,Flag,1
,,,,,Kitchen,L3,Glazing,fraction,0.3125
,,,,,Bath1,x,Coord,m,0
,,,,,Bath1,y,Coord,m,6.4
,,,,,Bath1,z,Coord,m,0
,,,,,Bath1,L1,Length,m,1.8
,,,,,Bath1,L2,Length,m,3.4
,,,,,Bath1,h,Height,m,2.4
,,,,,Bath1,L2,Door,Zone,Hall
,,,,,Bath1,L4,Party,Flag,1
,,,,,Bath1+,x,Coord,m,0
